x coord, y coord, tag, u, v, m, rho, p, a1, a2
0.150000,0.300000,0,0.007855,-0.000791,3.557845,997.055151,21.641416,98.410146,-9.908615
0.150000,0.350000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,0.400000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,0.450000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,0.500000,0,0.007855,-0.000775,3.557845,997.055151,21.641416,98.410146,-9.711385
0.150000,0.550000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,0.600000,0,0.007855,-0.000791,3.557845,997.055151,21.641416,98.410146,-9.908615
0.150000,0.650000,0,0.007855,-0.000775,3.557845,997.055151,21.641416,98.410146,-9.711385
0.150000,0.700000,0,0.007855,-0.000791,3.557845,997.055151,21.641416,98.410146,-9.908615
0.150000,0.750000,0,0.007855,-0.000775,3.557845,997.055151,21.641416,98.410146,-9.711385
0.150000,0.800000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,0.850000,0,0.007855,-0.000791,3.557845,997.055151,21.641416,98.410146,-9.908615
0.150000,0.900000,0,0.007855,-0.000775,3.557845,997.055151,21.641416,98.410146,-9.711385
0.150000,0.950000,0,0.007855,-0.000791,3.557845,997.055151,21.641416,98.410146,-9.908615
0.150000,1.000000,0,0.007855,-0.000775,3.557845,997.055151,21.641416,98.410146,-9.711385
0.150000,1.050000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,1.100000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,1.150000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,1.200000,0,0.007855,-0.000791,3.557845,997.055151,21.641416,98.410146,-9.908615
0.150000,1.250000,0,0.007855,-0.000775,3.557845,997.055151,21.641416,98.410146,-9.711385
0.150000,1.300000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,1.350000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,1.400000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,1.450000,0,0.007855,-0.000791,3.557845,997.055151,21.641416,98.410146,-9.908615
0.150000,1.500000,0,0.007855,-0.000775,3.557845,997.055151,21.641416,98.410146,-9.711385
0.150000,1.550000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,1.600000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,1.650000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,1.700000,0,0.007855,-0.000791,3.557845,997.055151,21.641416,98.410146,-9.908615
0.150000,1.750000,0,0.007855,-0.000775,3.557845,997.055151,21.641416,98.410146,-9.711385
0.150000,1.800000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,1.850000,0,0.007855,-0.000783,3.557845,997.055151,21.641416,98.410146,-9.810000
0.150000,1.900000,0,0.006570,0.000519,3.557845,997.055151,21.641416,82.317415,6.502438
0.150000,1.950000,0,0.001285,0.000519,3.557845,967.861430,0.000000,16.092731,6.502438
0.150000,2.000000,0,0.000000,-0.000783,3.557845,864.348184,0.000000,0.000000,-9.810000
0.200000,0.050000,0,0.000000,-0.004168,3.557845,933.252295,0.000000,0.000000,-52.215542
0.200000,0.100000,0,0.000000,0.000968,3.557845,1023.094423,10239.451619,0.000000,12.127367
0.200000,0.150000,0,0.000000,0.007072,3.557845,997.055151,21.641416,0.000000,88.600146
0.200000,0.200000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,0.250000,0,0.000000,-0.000775,3.557845,997.055151,21.641416,0.000000,-9.711385
0.200000,0.300000,0,0.000000,-0.000791,3.557845,997.055151,21.641416,0.000000,-9.908615
0.200000,0.350000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,0.400000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,0.450000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,0.500000,0,0.000000,-0.000775,3.557845,997.055151,21.641416,0.000000,-9.711385
0.200000,0.550000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,0.600000,0,0.000000,-0.000791,3.557845,997.055151,21.641416,0.000000,-9.908615
0.200000,0.650000,0,0.000000,-0.000775,3.557845,997.055151,21.641416,0.000000,-9.711385
0.200000,0.700000,0,0.000000,-0.000791,3.557845,997.055151,21.641416,0.000000,-9.908615
0.200000,0.750000,0,0.000000,-0.000775,3.557845,997.055151,21.641416,0.000000,-9.711385
0.200000,0.800000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,0.850000,0,0.000000,-0.000791,3.557845,997.055151,21.641416,0.000000,-9.908615
0.200000,0.900000,0,0.000000,-0.000775,3.557845,997.055151,21.641416,0.000000,-9.711385
0.200000,0.950000,0,0.000000,-0.000791,3.557845,997.055151,21.641416,0.000000,-9.908615
0.200000,1.000000,0,0.000000,-0.000775,3.557845,997.055151,21.641416,0.000000,-9.711385
0.200000,1.050000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,1.100000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,1.150000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,1.200000,0,0.000000,-0.000791,3.557845,997.055151,21.641416,0.000000,-9.908615
0.200000,1.250000,0,0.000000,-0.000775,3.557845,997.055151,21.641416,0.000000,-9.711385
0.200000,1.300000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,1.350000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,1.400000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,1.450000,0,0.000000,-0.000791,3.557845,997.055151,21.641416,0.000000,-9.908615
0.200000,1.500000,0,0.000000,-0.000775,3.557845,997.055151,21.641416,0.000000,-9.711385
0.200000,1.550000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,1.600000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,1.650000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,1.700000,0,0.000000,-0.000791,3.557845,997.055151,21.641416,0.000000,-9.908615
0.200000,1.750000,0,0.000000,-0.000775,3.557845,997.055151,21.641416,0.000000,-9.711385
0.200000,1.800000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,1.850000,0,0.000000,-0.000783,3.557845,997.055151,21.641416,0.000000,-9.810000
0.200000,1.900000,0,0.000000,-0.000765,3.557845,997.055151,21.641416,0.000000,-9.590293
0.200000,1.950000,0,0.000000,-0.000765,3.557845,967.861430,0.000000,0.000000,-9.590293
0.200000,2.000000,0,0.000000,-0.000783,3.557845,864.348184,0.000000,0.000000,-9.810000
0.250000,0.050000,0,0.000000,-0.004168,3.557845,933.252295,0.000000,0.000000,-52.215542
0.250000,0.100000,0,0.003537,0.000968,3.557845,1023.094423,10239.451619,44.314148,12.127367
0.250000,0.150000,0,0.000008,0.007072,3.557845,997.055151,21.641416,0.098615,88.600146
0.250000,0.200000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,0.250000,0,0.000008,-0.000775,3.557845,997.055151,21.641416,0.098615,-9.711385
0.250000,0.300000,0,0.000008,-0.000791,3.557845,997.055151,21.641416,0.098615,-9.908615
0.250000,0.350000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,0.400000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,0.450000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,0.500000,0,0.000008,-0.000775,3.557845,997.055151,21.641416,0.098615,-9.711385
0.250000,0.550000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,0.600000,0,0.000008,-0.000791,3.557845,997.055151,21.641416,0.098615,-9.908615
0.250000,0.650000,0,0.000008,-0.000775,3.557845,997.055151,21.641416,0.098615,-9.711385
0.250000,0.700000,0,0.000008,-0.000791,3.557845,997.055151,21.641416,0.098615,-9.908615
0.250000,0.750000,0,0.000008,-0.000775,3.557845,997.055151,21.641416,0.098615,-9.711385
0.250000,0.800000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,0.850000,0,0.000008,-0.000791,3.557845,997.055151,21.641416,0.098615,-9.908615
0.250000,0.900000,0,0.000008,-0.000775,3.557845,997.055151,21.641416,0.098615,-9.711385
0.250000,0.950000,0,0.000008,-0.000791,3.557845,997.055151,21.641416,0.098615,-9.908615
0.250000,1.000000,0,0.000008,-0.000775,3.557845,997.055151,21.641416,0.098615,-9.711385
0.250000,1.050000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,1.100000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,1.150000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,1.200000,0,0.000008,-0.000791,3.557845,997.055151,21.641416,0.098615,-9.908615
0.250000,1.250000,0,0.000008,-0.000775,3.557845,997.055151,21.641416,0.098615,-9.711385
0.250000,1.300000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,1.350000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,1.400000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,1.450000,0,0.000008,-0.000791,3.557845,997.055151,21.641416,0.098615,-9.908615
0.250000,1.500000,0,0.000008,-0.000775,3.557845,997.055151,21.641416,0.098615,-9.711385
0.250000,1.550000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,1.600000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,1.650000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,1.700000,0,0.000008,-0.000791,3.557845,997.055151,21.641416,0.098615,-9.908615
0.250000,1.750000,0,0.000008,-0.000775,3.557845,997.055151,21.641416,0.098615,-9.711385
0.250000,1.800000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,1.850000,0,0.000008,-0.000783,3.557845,997.055151,21.641416,0.098615,-9.810000
0.250000,1.900000,0,0.000008,-0.000765,3.557845,997.055151,21.641416,0.098615,-9.590293
0.250000,1.950000,0,0.000000,-0.000765,3.557845,967.861430,0.000000,0.000000,-9.590293
0.250000,2.000000,0,0.000000,-0.000783,3.557845,864.348184,0.000000,0.000000,-9.810000
0.300000,0.050000,0,-0.000000,-0.004168,3.557845,933.252295,0.000000,-0.000000,-52.215542
0.300000,0.100000,0,-0.003537,0.000968,3.557845,1023.094423,10239.451619,-44.314148,12.127367
0.300000,0.150000,0,-0.000008,0.007072,3.557845,997.055151,21.641416,-0.098615,88.600146
0.300000,0.200000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,0.250000,0,-0.000008,-0.000775,3.557845,997.055151,21.641416,-0.098615,-9.711385
0.300000,0.300000,0,-0.000008,-0.000791,3.557845,997.055151,21.641416,-0.098615,-9.908615
0.300000,0.350000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,0.400000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,0.450000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,0.500000,0,-0.000008,-0.000775,3.557845,997.055151,21.641416,-0.098615,-9.711385
0.300000,0.550000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,0.600000,0,-0.000008,-0.000791,3.557845,997.055151,21.641416,-0.098615,-9.908615
0.300000,0.650000,0,-0.000008,-0.000775,3.557845,997.055151,21.641416,-0.098615,-9.711385
0.300000,0.700000,0,-0.000008,-0.000791,3.557845,997.055151,21.641416,-0.098615,-9.908615
0.300000,0.750000,0,-0.000008,-0.000775,3.557845,997.055151,21.641416,-0.098615,-9.711385
0.300000,0.800000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,0.850000,0,-0.000008,-0.000791,3.557845,997.055151,21.641416,-0.098615,-9.908615
0.300000,0.900000,0,-0.000008,-0.000775,3.557845,997.055151,21.641416,-0.098615,-9.711385
0.300000,0.950000,0,-0.000008,-0.000791,3.557845,997.055151,21.641416,-0.098615,-9.908615
0.300000,1.000000,0,-0.000008,-0.000775,3.557845,997.055151,21.641416,-0.098615,-9.711385
0.300000,1.050000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,1.100000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,1.150000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,1.200000,0,-0.000008,-0.000791,3.557845,997.055151,21.641416,-0.098615,-9.908615
0.300000,1.250000,0,-0.000008,-0.000775,3.557845,997.055151,21.641416,-0.098615,-9.711385
0.300000,1.300000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,1.350000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,1.400000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,1.450000,0,-0.000008,-0.000791,3.557845,997.055151,21.641416,-0.098615,-9.908615
0.300000,1.500000,0,-0.000008,-0.000775,3.557845,997.055151,21.641416,-0.098615,-9.711385
0.300000,1.550000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,1.600000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,1.650000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,1.700000,0,-0.000008,-0.000791,3.557845,997.055151,21.641416,-0.098615,-9.908615
0.300000,1.750000,0,-0.000008,-0.000775,3.557845,997.055151,21.641416,-0.098615,-9.711385
0.300000,1.800000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,1.850000,0,-0.000008,-0.000783,3.557845,997.055151,21.641416,-0.098615,-9.810000
0.300000,1.900000,0,-0.000008,-0.000765,3.557845,997.055151,21.641416,-0.098615,-9.590293
0.300000,1.950000,0,-0.000000,-0.000765,3.557845,967.861430,0.000000,-0.000000,-9.590293
0.300000,2.000000,0,0.000000,-0.000783,3.557845,864.348184,0.000000,0.000000,-9.810000
0.350000,0.050000,0,-0.000000,-0.004168,3.557845,933.252295,0.000000,-0.000000,-52.215542
0.350000,0.100000,0,-0.000000,0.000968,3.557845,1023.094423,10239.451619,-0.000000,12.127367
0.350000,0.150000,0,-0.000000,0.007072,3.557845,997.055151,21.641416,-0.000000,88.600146
0.350000,0.200000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,0.250000,0,-0.000000,-0.000775,3.557845,997.055151,21.641416,-0.000000,-9.711385
0.350000,0.300000,0,-0.000000,-0.000791,3.557845,997.055151,21.641416,-0.000000,-9.908615
0.350000,0.350000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,0.400000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,0.450000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,0.500000,0,-0.000000,-0.000775,3.557845,997.055151,21.641416,-0.000000,-9.711385
0.350000,0.550000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,0.600000,0,-0.000000,-0.000791,3.557845,997.055151,21.641416,-0.000000,-9.908615
0.350000,0.650000,0,-0.000000,-0.000775,3.557845,997.055151,21.641416,-0.000000,-9.711385
0.350000,0.700000,0,-0.000000,-0.000791,3.557845,997.055151,21.641416,-0.000000,-9.908615
0.350000,0.750000,0,-0.000000,-0.000775,3.557845,997.055151,21.641416,-0.000000,-9.711385
0.350000,0.800000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,0.850000,0,-0.000000,-0.000791,3.557845,997.055151,21.641416,-0.000000,-9.908615
0.350000,0.900000,0,-0.000000,-0.000775,3.557845,997.055151,21.641416,-0.000000,-9.711385
0.350000,0.950000,0,-0.000000,-0.000791,3.557845,997.055151,21.641416,-0.000000,-9.908615
0.350000,1.000000,0,-0.000000,-0.000775,3.557845,997.055151,21.641416,-0.000000,-9.711385
0.350000,1.050000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,1.100000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,1.150000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,1.200000,0,-0.000000,-0.000791,3.557845,997.055151,21.641416,-0.000000,-9.908615
0.350000,1.250000,0,-0.000000,-0.000775,3.557845,997.055151,21.641416,-0.000000,-9.711385
0.350000,1.300000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,1.350000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,1.400000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,1.450000,0,-0.000000,-0.000791,3.557845,997.055151,21.641416,-0.000000,-9.908615
0.350000,1.500000,0,-0.000000,-0.000775,3.557845,997.055151,21.641416,-0.000000,-9.711385
0.350000,1.550000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,1.600000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,1.650000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,1.700000,0,-0.000000,-0.000791,3.557845,997.055151,21.641416,-0.000000,-9.908615
0.350000,1.750000,0,-0.000000,-0.000775,3.557845,997.055151,21.641416,-0.000000,-9.711385
0.350000,1.800000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
0.350000,1.850000,0,-0.000000,-0.000783,3.557845,997.055151,21.641416,-0.000000,-9.810000
